Home,Away,score,stadium,matchlink,Season,Home_goal,Home_goal_times,Away_goal,Away_goal_times,Home_assist,Home_assist_times,Away_assist,Away_assist_times,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Fouls conceded,Away_Fouls conceded,Home_Offsides,Away_Offsides,Home_Passes,Away_Passes,Home_Possession %,Away_Possession %,Home_Shots,Away_Shots,Home_Shots on target,Away_Shots on target,Home_Tackles,Away_Tackles,Home_Touches,Away_Touches,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Referee,Match_Date,Attendance,Home_formation,Away_formation,Home_captain,Away_captain,Home_starting_lineup,Home_subs_lineup,Home_subout,Home_subout_time,Home_subin,Home_subin_time,Home_yellow,Home_red,Away_starting_lineup,Away_subs_lineup,Away_subout,Away_subout_time,Away_subin,Away_subin_time,Away_yellow,Away_red
Leicester,Arsenal,3-0, King Power Stadium,http://www.premierleague.com/match/38662,2018/19,"Youri Tielemans,Jamie Vardy,Jamie Vardy","59,86,90",,,"James Maddison,Ricardo Pereira","59,90",,,25,20,8,6,13,13,2,3,610,293,67.2,32.8,24,6,12,1,19,16,816,491,3,1,0,1,Michael Oliver,1556449200000,32037,4-1-4-1,4-4-2,Kasper Schmeichel,Granit Xhaka,"Kasper Schmeichel,Ben Chilwell,Ricardo Pereira,Jonny Evans,Harry Maguire,James Maddison,Wilfred Ndidi,Youri Tielemans,Hamza Choudhury,Marc Albrighton,Jamie Vardy","Danny Ward,Çaglar Söyüncü,Christian Fuchs,Nampalys Mendy,Harvey Barnes,Demarai Gray,Kelechi Iheanacho","Wilfred Ndidi,Hamza Choudhury,Marc Albrighton","45,79,86","Harvey Barnes,Nampalys Mendy,Demarai Gray","45,79,86","Ben Chilwell,Ricardo Pereira,Wilfred Ndidi",,"Bernd Leno,Sead Kolasinac,Ainsley Maitland-Niles,Shkodran Mustafi,Sokratis,Granit Xhaka,Henrikh Mkhitaryan,Alex Iwobi,Lucas Torreira,Pierre-Emerick Aubameyang,Alexandre Lacazette","Petr Cech,Konstantinos Mavropanos,Laurent Koscielny,Mohamed Elneny,Matteo Guendouzi,Joseph Willock,Eddie Nketiah","Alex Iwobi,Henrikh Mkhitaryan,Alexandre Lacazette","45,73,79","Laurent Koscielny,Matteo Guendouzi,Eddie Nketiah","45,73,79","Ainsley Maitland-Niles,Sokratis",
Burnley,Man City,0-1, Turf Moor,http://www.premierleague.com/match/38659,2018/19,,,Sergio Agüero,63,,,,,31,21,0,6,5,7,2,3,263,608,30.1,69.9,2,25,0,7,16,13,442,814,1,1,0,0,Paul Tierney,1556456700000,21605,4-4-2,4-3-3,Tom Heaton,Vincent Kompany,"Tom Heaton,James Tarkowski,Matthew Lowton,Charlie Taylor,Ben Mee,Dwight McNeil,Jeff Hendrick,Ashley Westwood,Jack Cork,Ashley Barnes,Chris Wood","Joe Hart,Kevin Long,Ben Gibson,Anthony Driscoll-Glennon,Stephen Ward,Johann Gudmundsson,Matej Vydra","Chris Wood,Jeff Hendrick","72,76","Matej Vydra,Johann Gudmundsson","72,76",Matthew Lowton,,"Ederson,Vincent Kompany,Aymeric Laporte,Kyle Walker,Oleksandr Zinchenko,David Silva,Ilkay Gündogan,Bernardo Silva,Sergio Agüero,Raheem Sterling,Leroy Sané","Arijanet Muric,Danilo,Nicolás Otamendi,John Stones,Phil Foden,Gabriel Jesus,Riyad Mahrez","Leroy Sané,Sergio Agüero,Raheem Sterling","64,83,90","Gabriel Jesus,John Stones,Nicolás Otamendi","64,83,90",Ilkay Gündogan,
Man Utd,Chelsea,1-1, Old Trafford,http://www.premierleague.com/match/38664,2018/19,Juan Mata,11,Marcos Alonso,43,Luke Shaw,11,,,12,19,6,6,9,14,5,5,467,422,51.7,48.3,7,16,5,3,15,15,653,617,3,2,0,0,Martin Atkinson,1556465400000,74526,4-3-1-2,4-3-3,Ashley Young,César Azpilicueta,"David de Gea,Luke Shaw,Victor Lindelöf,Ashley Young,Eric Bailly,Nemanja Matic,Ander Herrera,Paul Pogba,Juan Mata,Marcus Rashford,Romelu Lukaku","Sergio Romero,Matteo Darmian,Marcos Rojo,Scott McTominay,Andreas Pereira,Anthony Martial,Alexis Sánchez","Marcus Rashford,Eric Bailly,Juan Mata","65,71,81","Alexis Sánchez,Marcos Rojo,Scott McTominay","65,71,81","Ashley Young,Ander Herrera,Marcos Rojo",,"Kepa Arrizabalaga,Antonio Rüdiger,César Azpilicueta,David Luiz,Marcos Alonso,Jorginho,N'Golo Kanté,Mateo Kovacic,Gonzalo Higuaín,Willian,Eden Hazard","Willy Caballero,Davide Zappacosta,Andreas Christensen,Ruben Loftus-Cheek,Ross Barkley,Pedro,Olivier Giroud","Antonio Rüdiger,Mateo Kovacic,Willian","65,76,84","Andreas Christensen,Ruben Loftus-Cheek,Pedro","65,76,84","Mateo Kovacic,Willian",
Liverpool,Huddersfield,5-0, Anfield,http://www.premierleague.com/match/38663,2018/19,"Naby Keita,Sadio Mané,Mohamed Salah,Sadio Mané,Mohamed Salah","1,23,45,66,83",,,"Mohamed Salah,Andrew Robertson,Trent Alexander-Arnold,Jordan Henderson,Andrew Robertson","1,23,45,66,83",,,11,20,4,4,5,14,2,4,726,306,70.3,29.7,21,5,7,1,19,23,927,479,0,0,0,0,Kevin Friend,1556305200000,53249,4-3-3,4-1-4-1,Jordan Henderson,Christopher Schindler,"Alisson,Trent Alexander-Arnold,Andrew Robertson,Dejan Lovren,Virgil van Dijk,Naby Keita,Jordan Henderson,Georginio Wijnaldum,Mohamed Salah,Sadio Mané,Daniel Sturridge","Simon Mignolet,Joseph Gomez,Joel Matip,Alex Oxlade-Chamberlain,James Milner,Xherdan Shaqiri,Divock Origi","Daniel Sturridge,Georginio Wijnaldum,Trent Alexander-Arnold","73,73,88","Alex Oxlade-Chamberlain,Xherdan Shaqiri,Joseph Gomez","73,73,88",,,"Jonas Lössl,Erik Durm,Christopher Schindler,Terence Kongolo,Tommy Smith,Isaac Mbenza,Jonathan Hogg,Juninho Bacuna,Jon Gorenc Stankovic,Karlan Grant,Steve Mounie","Joel Coleman,Chris Löwe,Zanka,Alex Pritchard,Matty Daly,Elias Kachunga,Adama Diakhaby","Steve Mounie,Jon Gorenc Stankovic,Isaac Mbenza","65,81,87","Chris Löwe,Alex Pritchard,Elias Kachunga","65,81,87",,
Spurs,West Ham,0-1, Tottenham Hotspur Stadium,http://www.premierleague.com/match/38666,2018/19,,,Michail Antonio,67,,,Marko Arnautovic,67,25,21,2,7,3,8,5,3,614,351,63.0,37.0,14,16,4,7,20,21,847,579,0,2,0,0,Anthony Taylor,1556364600000,60043,4-1-2-1-2,4-1-4-1,Hugo Lloris,Mark Noble,"Hugo Lloris,Juan Foyth,Davinson Sánchez,Ben Davies,Toby Alderweireld,Eric Dier,Dele Alli,Christian Eriksen,Danny Rose,Lucas Moura,Son Heung-Min","Paulo Gazzaniga,Kieran Trippier,Kyle Walker-Peters,Oliver Skipp,Victor Wanyama,Fernando Llorente,Vincent Janssen","Lucas Moura,Danny Rose,Dele Alli","66,77,85","Fernando Llorente,Vincent Janssen,Victor Wanyama","66,77,85",,,"Lukasz Fabianski,Ryan Fredericks,Fabián Balbuena,Issa Diop,Arthur Masuaku,Mark Noble,Felipe Anderson,Michail Antonio,Robert Snodgrass,Declan Rice,Marko Arnautovic","Adrián,Angelo Ogbonna,Pablo Zabaleta,Jack Wilshere,Pedro Obiang,Lucas Pérez,Chicharito","Robert Snodgrass,Marko Arnautovic,Mark Noble","77,80,85","Pedro Obiang,Lucas Pérez,Angelo Ogbonna","77,80,85","Ryan Fredericks,Robert Snodgrass",
Crystal Palace,Everton,0-0, Selhurst Park,http://www.premierleague.com/match/38660,2018/19,,,,,,,,,36,19,5,10,9,15,4,0,313,543,36.1,63.9,8,22,0,3,21,20,564,777,2,0,0,0,Lee Mason,1556373600000,25789,4-4-2,4-2-3-1,Luka Milivojevic,Séamus Coleman,"Vicente Guaita,Aaron Wan-Bissaka,Scott Dann,Martin Kelly,Patrick van Aanholt,Max Meyer,Cheikhou Kouyaté,Luka Milivojevic,James McArthur,Wilfried Zaha,Christian Benteke","Wayne Hennessey,Joel Ward,Bakary Sako,Jairo Riedewald,Andros Townsend,Jordan Ayew,Michy Batshuayi",Max Meyer,72,Andros Townsend,72,"Cheikhou Kouyaté,Luka Milivojevic",,"Jordan Pickford,Kurt Zouma,Séamus Coleman,Michael Keane,Lucas Digne,Idrissa Gueye,Gylfi Sigurdsson,Morgan Schneiderlin,Richarlison,Bernard,Dominic Calvert-Lewin","Maarten Stekelenburg,Leighton Baines,Phil Jagielka,James McCarthy,Cenk Tosun,Theo Walcott,Ademola Lookman","Dominic Calvert-Lewin,Bernard,Gylfi Sigurdsson","73,84,86","Cenk Tosun,Ademola Lookman,Theo Walcott","73,84,86",,
Fulham,Cardiff,1-0, Craven Cottage,http://www.premierleague.com/match/38661,2018/19,Ryan Babel,79,,,Cyrus Christie,79,,,25,32,10,3,10,8,1,3,623,220,73.0,27.0,8,13,2,8,22,28,833,434,0,0,0,0,Chris Kavanagh,1556373600000,23822,4-2-3-1,4-2-3-1,Tom Cairney,Sean Morrison,"Sergio Rico,Tim Ream,Maxime Le Marchand,Joe Bryan,Denis Odoi,Ryan Sessegnon,Tom Cairney,Ryan Babel,André-Frank Zambo Anguissa,Calum Chambers,Aleksandar Mitrovic","Fabri,Cyrus Christie,Alfie Mawson,Harvey Elliott,Neeskens Kebano,Jean Michael Seri,Floyd Ayité","Denis Odoi,Ryan Sessegnon,Ryan Babel","28,85,89","Cyrus Christie,Alfie Mawson,Floyd Ayité","28,85,89",,,"Neil Etheridge,Sean Morrison,Lee Peltier,Joe Bennett,Bruno Ecuele Manga,Nathaniel Mendez-Laing,Víctor Camarasa,Leandro Bacuna,Aron Gunnarsson,David Junior Hoilett,Oumar Niasse","Brian Murphy,Greg Cunningham,Jazz Richards,Bobby De Cordova-Reid,Kadeem Harris,Danny Ward,Rhys Healey","Oumar Niasse,Víctor Camarasa,Aron Gunnarsson","61,72,87","Danny Ward,Rhys Healey,Bobby De Cordova-Reid","61,72,87",,
Southampton,Bournemouth,3-3, St. Mary's Stadium,http://www.premierleague.com/match/38665,2018/19,"Shane Long,James Ward-Prowse,Matt Targett","12,55,67","Dan Gosling,Callum Wilson,Callum Wilson","20,32,86","Nathan Redmond,Pierre-Emile Højbjerg,Yan Valery","12,55,67","Callum Wilson,Ryan Fraser","20,86",20,30,9,3,8,9,0,0,351,459,44.4,55.6,22,9,7,5,25,19,586,661,2,1,0,0,Graham Scott,1556373600000,31310,4-3-3,5-3-2,Pierre-Emile Højbjerg,Steve Cook,"Angus Gunn,Yan Valery,Jan Bednarek,Jack Stephens,Ryan Bertrand,James Ward-Prowse,Pierre-Emile Højbjerg,Oriol Romeu,Nathan Redmond,Shane Long,Danny Ings","Fraser Forster,Matt Targett,Kayne Ramsay,Stuart Armstrong,Mario Lemina,Josh Sims,Charlie Austin","Oriol Romeu,Danny Ings,Shane Long","45,81,88","Matt Targett,Stuart Armstrong,Charlie Austin","45,81,88","Oriol Romeu,Shane Long",,"Artur Boruc,Chris Mepham,Steve Cook,Nathaniel Clyne,Nathan Aké,Jack Simpson,Jefferson Lerma,Dan Gosling,David Brooks,Joshua King,Callum Wilson","Asmir Begovic,Jordon Ibe,Emerson Hyndman,Ryan Fraser,Sam Surridge,Dominic Solanke,Lys Mousset","Chris Mepham,Dan Gosling,Nathaniel Clyne","23,53,72","Ryan Fraser,Emerson Hyndman,Dominic Solanke","23,53,72",Dan Gosling,
Watford,Wolves,1-2, Vicarage Road,http://www.premierleague.com/match/38667,2018/19,Andre Gray,49,"Raúl Jiménez,Diogo Jota","41,77",,,"Diogo Jota,Rúben Neves","41,77",34,34,4,5,10,11,3,5,495,386,56.5,43.5,10,11,1,4,17,22,716,597,3,2,0,0,Simon Hooper,1556373600000,20323,4-2-2-2,3-5-2,Adrian Mariappa,Conor Coady,"Ben Foster,Adrian Mariappa,Kiko Femenía,Craig Cathcart,José Holebas,Roberto Pereyra,Etienne Capoue,Will Hughes,Abdoulaye Doucouré,Gerard Deulofeu,Andre Gray","Heurelho Gomes,Daryl Janmaat,Adam Masina,Christian Kabasele,Nathaniel Chalobah,Ken Sema,Isaac Success","Will Hughes,Craig Cathcart","74,82","Christian Kabasele,Isaac Success","74,82","José Holebas,Etienne Capoue,Isaac Success",,"Rui Patrício,Conor Coady,Willy Boly,Ryan Bennett,Matt Doherty,João Moutinho,Jonny,Rúben Neves,Leander Dendoncker,Raúl Jiménez,Diogo Jota","John Ruddy,Rúben Vinagre,Morgan Gibbs-White,Romain Saïss,Hélder Costa,Adama Traoré,Ivan Cavaleiro","Raúl Jiménez,Diogo Jota","87,90","Ivan Cavaleiro,Morgan Gibbs-White","87,90","João Moutinho,Diogo Jota",
Brighton,Newcastle,1-1, Amex Stadium,http://www.premierleague.com/match/38658,2018/19,Pascal Groß,75,Ayoze Pérez,18,Glenn Murray,75,Salomón Rondón,18,23,31,7,4,7,10,3,0,461,488,49.8,50.2,9,9,2,1,11,23,653,669,2,3,0,0,Mike Dean,1556382600000,30587,4-4-2,5-4-1,Bruno,Jonjo Shelvey,"Mat Ryan,Shane Duffy,Lewis Dunk,Bruno,Bernardo,José Izquierdo,Dale Stephens,Beram Kayal,Pascal Groß,Glenn Murray,Florin Andone","David Button,Dan Burn,Gaëtan Bong,Anthony Knockaert,Yves Bissouma,Solly March,Jürgen Locadia","Florin Andone,Beram Kayal,José Izquierdo","45,49,66","Solly March,Yves Bissouma,Anthony Knockaert","45,49,66","Florin Andone,Yves Bissouma",,"Martin Dubravka,Federico Fernández,Fabian Schär,Matt Ritchie,Paul Dummett,Javier Manquillo,Jonjo Shelvey,Isaac Hayden,Ayoze Pérez,Christian Atsu,Salomón Rondón","Karl Darlow,Antonio Barreca,DeAndre Yedlin,Mohamed Diamé,Ki Sung-Yueng,Kenedy,Yoshinori Muto","Ayoze Pérez,Jonjo Shelvey,Christian Atsu","33,73,81","Kenedy,Ki Sung-Yueng,Yoshinori Muto","33,73,81","Matt Ritchie,Paul Dummett,Yoshinori Muto",
Wolves,Arsenal,3-1, Molineux Stadium,http://www.premierleague.com/match/38617,2018/19,"Rúben Neves,Matt Doherty,Diogo Jota","28,37,45",Sokratis,80,Jonny,37,Granit Xhaka,80,18,3,5,5,12,9,1,3,285,690,29.6,70.4,11,11,3,1,15,7,445,841,2,3,0,0,Stuart Attwell,1556131500000,31436,3-5-2,4-2-3-1,Conor Coady,Laurent Koscielny,"Rui Patrício,Willy Boly,Ryan Bennett,Conor Coady,Jonny,Leander Dendoncker,Matt Doherty,Rúben Neves,João Moutinho,Raúl Jiménez,Diogo Jota","John Ruddy,Rúben Vinagre,Romain Saïss,Morgan Gibbs-White,Hélder Costa,Adama Traoré,Ivan Cavaleiro","Diogo Jota,Raúl Jiménez,João Moutinho","78,82,90","Ivan Cavaleiro,Adama Traoré,Morgan Gibbs-White","78,82,90","Ryan Bennett,Matt Doherty",,"Bernd Leno,Ainsley Maitland-Niles,Nacho Monreal,Laurent Koscielny,Sokratis,Henrikh Mkhitaryan,Alex Iwobi,Mesut Özil,Lucas Torreira,Granit Xhaka,Alexandre Lacazette","Petr Cech,Shkodran Mustafi,Sead Kolasinac,Joseph Willock,Matteo Guendouzi,Mohamed Elneny,Eddie Nketiah","Henrikh Mkhitaryan,Lucas Torreira,Alex Iwobi","58,59,71","Sead Kolasinac,Matteo Guendouzi,Eddie Nketiah","58,59,71","Nacho Monreal,Lucas Torreira,Granit Xhaka",
Man Utd,Man City,0-2, Old Trafford,http://www.premierleague.com/match/38613,2018/19,,,"Bernardo Silva,Leroy Sané","54,66",,,"Ilkay Gündogan,Raheem Sterling","54,66",12,11,1,1,10,10,0,2,406,702,36.8,63.2,12,8,1,5,13,14,565,874,2,2,0,0,Andre Marriner,1556132400000,74431,5-3-2,4-3-3,Ashley Young,Vincent Kompany,"David de Gea,Luke Shaw,Victor Lindelöf,Ashley Young,Matteo Darmian,Chris Smalling,Paul Pogba,Fred,Andreas Pereira,Jesse Lingard,Marcus Rashford","Sergio Romero,Diogo Dalot,Juan Mata,Nemanja Matic,Romelu Lukaku,Alexis Sánchez,Anthony Martial","Andreas Pereira,Jesse Lingard,Matteo Darmian","72,83,83","Romelu Lukaku,Alexis Sánchez,Anthony Martial","72,83,83","Luke Shaw,Andreas Pereira",,"Ederson,Kyle Walker,Vincent Kompany,Aymeric Laporte,Oleksandr Zinchenko,Fernandinho,Ilkay Gündogan,David Silva,Raheem Sterling,Sergio Agüero,Bernardo Silva","Arijanet Muric,Nicolás Otamendi,Danilo,Leroy Sané,Gabriel Jesus,Phil Foden,Riyad Mahrez","Fernandinho,Ilkay Gündogan,Sergio Agüero","51,89,89","Leroy Sané,Danilo,Gabriel Jesus","51,89,89","Vincent Kompany,Oleksandr Zinchenko",
Spurs,Brighton,1-0, Tottenham Hotspur Stadium,http://www.premierleague.com/match/38635,2018/19,Christian Eriksen,88,,,Dele Alli,88,,,11,37,6,3,7,13,2,1,713,194,78.5,21.5,29,6,5,1,15,18,902,383,1,2,0,0,Chris Kavanagh,1556045100000,56251,4-3-3,4-3-3,Hugo Lloris,Lewis Dunk,"Hugo Lloris,Jan Vertonghen,Toby Alderweireld,Kieran Trippier,Danny Rose,Christian Eriksen,Dele Alli,Victor Wanyama,Lucas Moura,Son Heung-Min,Fernando Llorente","Paulo Gazzaniga,Ben Davies,Juan Foyth,Davinson Sánchez,Eric Dier,Oliver Skipp,Vincent Janssen","Lucas Moura,Victor Wanyama,Son Heung-Min","80,82,90","Vincent Janssen,Ben Davies,Juan Foyth","80,82,90",Christian Eriksen,,"Mat Ryan,Shane Duffy,Bernardo,Lewis Dunk,Martín Montoya,Pascal Groß,Yves Bissouma,Dale Stephens,Jürgen Locadia,Florin Andone,Alireza Jahanbakhsh","David Button,Gaëtan Bong,Leon Balogun,Dan Burn,Solly March,Beram Kayal,Glenn Murray","Florin Andone,Alireza Jahanbakhsh,Yves Bissouma","64,73,86","Glenn Murray,Solly March,Beram Kayal","64,73,86","Bernardo,Florin Andone",
Watford,Southampton,1-1, Vicarage Road,http://www.premierleague.com/match/38615,2018/19,Andre Gray,90,Shane Long,1,Daryl Janmaat,90,,,12,27,3,4,10,14,4,5,599,359,62.2,37.8,15,8,4,4,14,21,800,567,5,2,0,0,Mike Dean,1556045100000,19170,4-2-2-2,3-4-2-1,Etienne Capoue,Pierre-Emile Højbjerg,"Ben Foster,Craig Cathcart,Adam Masina,Christian Kabasele,Daryl Janmaat,Abdoulaye Doucouré,Roberto Pereyra,Will Hughes,Etienne Capoue,Andre Gray,Gerard Deulofeu","Heurelho Gomes,Adrian Mariappa,Kiko Femenía,Miguel Britos,Ken Sema,Nathaniel Chalobah,Isaac Success","Craig Cathcart,Will Hughes","45,77","Kiko Femenía,Isaac Success","45,77","Adam Masina,Christian Kabasele,Abdoulaye Doucouré,Etienne Capoue,Gerard Deulofeu",,"Angus Gunn,Jan Bednarek,Maya Yoshida,Jack Stephens,James Ward-Prowse,Ryan Bertrand,Pierre-Emile Højbjerg,Oriol Romeu,Nathan Redmond,Shane Long,Stuart Armstrong","Fraser Forster,Kayne Ramsay,Yan Valery,Mario Lemina,Josh Sims,Danny Ings,Charlie Austin","Stuart Armstrong,Oriol Romeu,Shane Long","67,74,78","Josh Sims,Mario Lemina,Yan Valery","67,74,78","Jan Bednarek,Oriol Romeu",
Chelsea,Burnley,2-2, Stamford Bridge,http://www.premierleague.com/match/38651,2018/19,"N'Golo Kanté,Gonzalo Higuaín","12,14","Jeff Hendrick,Ashley Barnes","8,24","Eden Hazard,César Azpilicueta","12,14",Chris Wood,24,12,48,10,1,9,4,1,2,681,219,76.4,23.6,22,6,9,3,15,15,899,425,2,1,0,0,Kevin Friend,1555959600000,40642,4-3-3,4-4-2,César Azpilicueta,Tom Heaton,"Kepa Arrizabalaga,César Azpilicueta,Andreas Christensen,David Luiz,Emerson,Jorginho,Ruben Loftus-Cheek,N'Golo Kanté,Eden Hazard,Callum Hudson-Odoi,Gonzalo Higuaín","Willy Caballero,Davide Zappacosta,Gary Cahill,Ross Barkley,Mateo Kovacic,Pedro,Olivier Giroud","Callum Hudson-Odoi,N'Golo Kanté,Gonzalo Higuaín","41,45,77","Pedro,Mateo Kovacic,Olivier Giroud","41,45,77","Mateo Kovacic,Pedro",,"Tom Heaton,Charlie Taylor,Matthew Lowton,Ben Mee,James Tarkowski,Jack Cork,Ashley Westwood,Dwight McNeil,Jeff Hendrick,Chris Wood,Ashley Barnes","Joe Hart,Stephen Ward,Ben Gibson,Kevin Long,Johann Gudmundsson,Robbie Brady,Matej Vydra",,,,,Tom Heaton,
Everton,Man Utd,4-0, Goodison Park,http://www.premierleague.com/match/38652,2018/19,"Richarlison,Gylfi Sigurdsson,Lucas Digne,Theo Walcott","13,28,56,64",,,"Dominic Calvert-Lewin,Idrissa Gueye,Gylfi Sigurdsson","13,28,64",,,24,21,10,2,11,7,1,1,383,417,48.3,51.7,15,7,8,1,17,12,583,607,1,1,0,0,Paul Tierney,1555849800000,39395,4-2-3-1,4-3-3,Séamus Coleman,David de Gea,"Jordan Pickford,Kurt Zouma,Séamus Coleman,Michael Keane,Lucas Digne,Gylfi Sigurdsson,Bernard,Morgan Schneiderlin,Richarlison,Idrissa Gueye,Dominic Calvert-Lewin","Maarten Stekelenburg,Phil Jagielka,Tom Davies,James McCarthy,Cenk Tosun,Theo Walcott,Ademola Lookman","Richarlison,Idrissa Gueye,Lucas Digne","51,76,85","Theo Walcott,James McCarthy,Phil Jagielka","51,76,85",Idrissa Gueye,,"David de Gea,Diogo Dalot,Victor Lindelöf,Phil Jones,Chris Smalling,Nemanja Matic,Paul Pogba,Fred,Romelu Lukaku,Marcus Rashford,Anthony Martial","Sergio Romero,Ashley Young,Jesse Lingard,Juan Mata,Scott McTominay,Andreas Pereira,Alexis Sánchez","Fred,Phil Jones,Marcus Rashford","45,45,77","Ashley Young,Scott McTominay,Andreas Pereira","45,45,77",Scott McTominay,
Arsenal,Crystal Palace,2-3, Emirates Stadium,http://www.premierleague.com/match/38648,2018/19,"Mesut Özil,Pierre-Emerick Aubameyang","47,77","Christian Benteke,Wilfried Zaha,James McArthur","17,61,69",Alexandre Lacazette,47,"Luka Milivojevic,Christian Benteke,Scott Dann","17,61,69",6,30,8,3,15,12,1,2,656,249,72.6,27.4,12,16,5,7,15,27,881,464,4,1,0,0,Jonathan Moss,1555858800000,59929,3-4-1-2,4-4-2,Laurent Koscielny,Luka Milivojevic,"Bernd Leno,Shkodran Mustafi,Laurent Koscielny,Konstantinos Mavropanos,Carl Jenkinson,Mohamed Elneny,Sead Kolasinac,Matteo Guendouzi,Alexandre Lacazette,Pierre-Emerick Aubameyang,Mesut Özil","Petr Cech,Nacho Monreal,Ainsley Maitland-Niles,Lucas Torreira,Alex Iwobi,Henrikh Mkhitaryan,Eddie Nketiah","Carl Jenkinson,Konstantinos Mavropanos,Mohamed Elneny","45,45,68","Ainsley Maitland-Niles,Alex Iwobi,Lucas Torreira","45,45,68","Shkodran Mustafi,Konstantinos Mavropanos,Matteo Guendouzi,Mesut Özil",,"Vicente Guaita,Joel Ward,Aaron Wan-Bissaka,Martin Kelly,Scott Dann,Luka Milivojevic,James McArthur,Cheikhou Kouyaté,Max Meyer,Wilfried Zaha,Christian Benteke","Wayne Hennessey,Patrick van Aanholt,Andros Townsend,Bakary Sako,Jairo Riedewald,Jordan Ayew,Michy Batshuayi","Christian Benteke,Max Meyer","78,80","Jordan Ayew,Andros Townsend","78,80",Joel Ward,
Cardiff,Liverpool,0-2, Cardiff City Stadium,http://www.premierleague.com/match/38650,2018/19,,,"Georginio Wijnaldum,James Milner","57,81",,,Trent Alexander-Arnold,57,29,17,5,10,6,5,4,2,193,619,23.9,76.1,7,17,2,6,15,15,352,798,1,1,0,0,Martin Atkinson,1555858800000,33082,4-1-4-1,4-3-3,Sean Morrison,Jordan Henderson,"Neil Etheridge,Lee Peltier,Bruno Ecuele Manga,Sean Morrison,Joe Bennett,Joe Ralls,David Junior Hoilett,Víctor Camarasa,Aron Gunnarsson,Nathaniel Mendez-Laing,Oumar Niasse","Alex Smithies,Greg Cunningham,Leandro Bacuna,Kadeem Harris,Bobby De Cordova-Reid,Josh Murphy,Kenneth Zohore","Oumar Niasse,Joe Ralls,David Junior Hoilett","67,79,83","Kenneth Zohore,Leandro Bacuna,Josh Murphy","67,79,83",Aron Gunnarsson,,"Alisson,Trent Alexander-Arnold,Virgil van Dijk,Andrew Robertson,Joel Matip,Jordan Henderson,Georginio Wijnaldum,Naby Keita,Sadio Mané,Roberto Firmino,Mohamed Salah","Simon Mignolet,Joseph Gomez,Fabinho,James Milner,Divock Origi,Xherdan Shaqiri,Daniel Sturridge","Naby Keita,Fabinho,Trent Alexander-Arnold","71,75,86","Fabinho,James Milner,Joseph Gomez","71,75,86",James Milner,
Bournemouth,Fulham,0-1, Vitality Stadium,http://www.premierleague.com/match/38649,2018/19,,,Aleksandar Mitrovic,53,,,,,20,12,3,7,11,18,1,0,445,457,49.0,51.0,15,17,5,5,21,14,636,642,1,3,0,0,David Coote,1555768800000,10511,4-4-2,4-2-3-1,Steve Cook,Aleksandar Mitrovic,"Artur Boruc,Chris Mepham,Junior Stanislas,Nathan Aké,Steve Cook,Ryan Fraser,Dan Gosling,Jefferson Lerma,David Brooks,Callum Wilson,Joshua King","Asmir Begovic,Jack Simpson,Emerson Hyndman,Nnamdi Ofoborh,Sam Surridge,Dominic Solanke,Lys Mousset","Junior Stanislas,Joshua King,Chris Mepham","23,61,76","Jack Simpson,Dominic Solanke,Lys Mousset","23,61,76",Steve Cook,,"Sergio Rico,Maxime Le Marchand,Tim Ream,Joe Bryan,Denis Odoi,Ryan Babel,Calum Chambers,Ryan Sessegnon,André-Frank Zambo Anguissa,Jean Michael Seri,Aleksandar Mitrovic","Fabri,Cyrus Christie,Håvard Nordtveit,Harvey Elliott,Neeskens Kebano,André Schürrle,Floyd Ayité","Jean Michael Seri,Ryan Babel,André-Frank Zambo Anguissa","79,86,89","Cyrus Christie,Floyd Ayité,Håvard Nordtveit","79,86,89","Sergio Rico,Calum Chambers,Aleksandar Mitrovic",
Newcastle,Southampton,3-1, St. James' Park,http://www.premierleague.com/match/38655,2018/19,"Ayoze Pérez,Ayoze Pérez,Ayoze Pérez","27,31,86",Mario Lemina,59,"Isaac Hayden,Salomón Rondón,Matt Ritchie","27,31,86",Stuart Armstrong,59,30,18,4,11,5,11,0,2,320,417,43.4,56.6,15,15,6,3,22,14,536,632,0,2,0,0,Anthony Taylor,1555777800000,52191,5-4-1,3-4-2-1,Jamaal Lascelles,Pierre-Emile Højbjerg,"Martin Dubravka,Fabian Schär,Matt Ritchie,Paul Dummett,Javier Manquillo,Jamaal Lascelles,Miguel Almirón,Ki Sung-Yueng,Isaac Hayden,Ayoze Pérez,Salomón Rondón","Karl Darlow,DeAndre Yedlin,Federico Fernández,Jonjo Shelvey,Mohamed Diamé,Christian Atsu,Yoshinori Muto","Miguel Almirón,Fabian Schär,Isaac Hayden","64,69,78","Christian Atsu,Federico Fernández,Mohamed Diamé","64,69,78",,,"Angus Gunn,Jack Stephens,Jan Bednarek,Maya Yoshida,James Ward-Prowse,Ryan Bertrand,Pierre-Emile Højbjerg,Oriol Romeu,Nathan Redmond,Josh Sims,Danny Ings","Fraser Forster,Kayne Ramsay,Stuart Armstrong,Mario Lemina,Callum Slattery,Shane Long,Charlie Austin","Jack Stephens,Josh Sims,Danny Ings","45,45,76","Mario Lemina,Stuart Armstrong,Shane Long","45,45,76","James Ward-Prowse,Oriol Romeu",
