Home,Away,score,stadium,matchlink,Season,Home_goal,Home_goal_times,Away_goal,Away_goal_times,Home_assist,Home_assist_times,Away_assist,Away_assist_times,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Fouls conceded,Away_Fouls conceded,Home_Offsides,Away_Offsides,Home_Passes,Away_Passes,Home_Possession %,Away_Possession %,Home_Shots,Away_Shots,Home_Shots on target,Away_Shots on target,Home_Tackles,Away_Tackles,Home_Touches,Away_Touches,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Referee,Match_Date,Attendance,Home_formation,Away_formation,Home_captain,Away_captain,Home_starting_lineup,Home_subs_lineup,Home_subout,Home_subout_time,Home_subin,Home_subin_time,Home_yellow,Home_red,Away_starting_lineup,Away_subs_lineup,Away_subout,Away_subout_time,Away_subin,Away_subin_time,Away_yellow,Away_red
Watford,Arsenal,2-2, Vicarage Road,http://www.premierleague.com/match/46653,2019/20,"Tom Cleverley,Roberto Pereyra","53,81","Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang","21,32",Gerard Deulofeu,53,"Sead Kolasinac,Ainsley Maitland-Niles","21,32",15.0,16.0,7.0,1.0,14.0,4.0,1.0,0.0,499.0,466.0,52.4,47.6,31.0,7.0,10.0,4.0,17.0,13.0,679.0,625.0,3.0,3.0,0.0,0.0,Anthony Taylor,1568561400000.0,21360.0,4-2-3-1,4-1-2-1-2,Etienne Capoue,Granit Xhaka,"Ben Foster,José Holebas,Craig Dawson,Kiko Femenía,Christian Kabasele,Will Hughes,Etienne Capoue,Gerard Deulofeu,Tom Cleverley,Abdoulaye Doucouré,Andre Gray","Heurelho Gomes,Daryl Janmaat,Dimitri Foulquier,Adrian Mariappa,Roberto Pereyra,Nathaniel Chalobah,Ismaila Sarr","Andre Gray,Will Hughes,José Holebas","54,63,78","Ismaila Sarr,Roberto Pereyra,Daryl Janmaat","54,63,78","José Holebas,Kiko Femenía,Etienne Capoue",,"Bernd Leno,Ainsley Maitland-Niles,Sokratis,Sead Kolasinac,David Luiz,Matteo Guendouzi,Mesut Özil,Granit Xhaka,Dani Ceballos,Pierre-Emerick Aubameyang,Nicolas Pépé","Emiliano Martínez,Calum Chambers,Bukayo Saka,Gabriel Martinelli,Joseph Willock,Lucas Torreira,Reiss Nelson","Dani Ceballos,Matteo Guendouzi,Mesut Özil","60,67,71","Joseph Willock,Lucas Torreira,Reiss Nelson","60,67,71","Bernd Leno,Sead Kolasinac,Matteo Guendouzi",
Liverpool,Newcastle,3-1, Anfield,http://www.premierleague.com/match/46648,2019/20,"Sadio Mané,Sadio Mané,Mohamed Salah","28,40,72",Jetro Willems,7,"Andrew Robertson,Roberto Firmino","28,72",Christian Atsu,7,8.0,33.0,10.0,1.0,5.0,4.0,2.0,8.0,847.0,282.0,75.3,24.7,21.0,8.0,9.0,1.0,13.0,20.0,1023.0,470.0,0.0,0.0,0.0,0.0,Andre Marriner,1568460600000.0,51430.0,4-3-3,5-4-1,Virgil van Dijk,Jamaal Lascelles,"Adrián,Andrew Robertson,Virgil van Dijk,Trent Alexander-Arnold,Joel Matip,Alex Oxlade-Chamberlain,Fabinho,Georginio Wijnaldum,Sadio Mané,Mohamed Salah,Divock Origi","Caoimhin Kelleher,Joseph Gomez,James Milner,Adam Lallana,Jordan Henderson,Xherdan Shaqiri,Roberto Firmino","Divock Origi,Alex Oxlade-Chamberlain,Georginio Wijnaldum","37,75,84","Roberto Firmino,James Milner,Xherdan Shaqiri","37,75,84",,,"Martin Dubravka,Jamaal Lascelles,Paul Dummett,Jetro Willems,Emil Krafth,Fabian Schär,Miguel Almirón,Isaac Hayden,Christian Atsu,Jonjo Shelvey,Joelinton","Karl Darlow,Ciaran Clark,Javier Manquillo,Federico Fernández,Ki Sung-Yueng,Matthew Longstaff,Yoshinori Muto","Emil Krafth,Miguel Almirón,Fabian Schär","67,67,80","Javier Manquillo,Yoshinori Muto,Federico Fernández","67,67,80",,
Brighton,Burnley,1-1, Amex Stadium,http://www.premierleague.com/match/46647,2019/20,Neal Maupay,51,Jeff Hendrick,90,Solly March,51,Matej Vydra,90,20.0,24.0,3.0,6.0,13.0,7.0,2.0,2.0,491.0,284.0,62.5,37.5,14.0,7.0,5.0,1.0,21.0,17.0,693.0,500.0,0.0,2.0,0.0,0.0,Michael Oliver,1568469600000.0,29398.0,3-4-3,4-4-2,Lewis Dunk,Ben Mee,"Mat Ryan,Shane Duffy,Adam Webster,Lewis Dunk,Dale Stephens,Davy Pröpper,Solly March,Dan Burn,Neal Maupay,Glenn Murray,Pascal Groß","David Button,Gaëtan Bong,Tudor Baluta,Aaron Mooy,Steven Alzate,Yves Bissouma,Aaron Connolly","Glenn Murray,Neal Maupay,Solly March","80,84,90","Aaron Mooy,Aaron Connolly,Gaëtan Bong","80,84,90",,,"Nick Pope,Matthew Lowton,James Tarkowski,Erik Pieters,Ben Mee,Ashley Westwood,Dwight McNeil,Aaron Lennon,Jack Cork,Chris Wood,Ashley Barnes","Joe Hart,Ben Gibson,Phil Bardsley,Robbie Brady,Jeff Hendrick,Matej Vydra,Jay Rodriguez","Aaron Lennon,Chris Wood,Jack Cork","59,66,78","Jeff Hendrick,Jay Rodriguez,Matej Vydra","59,66,78","Ashley Westwood,Aaron Lennon",
Man Utd,Leicester,1-0, Old Trafford,http://www.premierleague.com/match/46649,2019/20,Marcus Rashford,8,,,,,,,30.0,11.0,3.0,9.0,14.0,14.0,0.0,2.0,345.0,471.0,41.7,58.3,10.0,9.0,5.0,3.0,19.0,30.0,566.0,686.0,1.0,2.0,0.0,0.0,Martin Atkinson,1568469600000.0,73689.0,4-2-3-1,4-1-4-1,Ashley Young,Kasper Schmeichel,"David de Gea,Victor Lindelöf,Harry Maguire,Ashley Young,Aaron Wan-Bissaka,Scott McTominay,Daniel James,Juan Mata,Andreas Pereira,Nemanja Matic,Marcus Rashford","Sergio Romero,Axel Tuanzebe,Phil Jones,Fred,Tahith Chong,Angel Gomes,Mason Greenwood","Nemanja Matic,Juan Mata,Daniel James","67,70,90","Fred,Tahith Chong,Axel Tuanzebe","67,70,90",Daniel James,,"Kasper Schmeichel,Ricardo Pereira,Çaglar Söyüncü,Jonny Evans,Ben Chilwell,Hamza Choudhury,Youri Tielemans,Demarai Gray,Wilfred Ndidi,James Maddison,Jamie Vardy","Danny Ward,Wes Morgan,James Justin,Dennis Praet,Harvey Barnes,Marc Albrighton,Ayoze Pérez","Hamza Choudhury,Demarai Gray","57,68","Ayoze Pérez,Harvey Barnes","57,68","Ben Chilwell,James Maddison",
Sheffield Utd,Southampton,0-1, Bramall Lane,http://www.premierleague.com/match/46651,2019/20,,,Moussa Djenepo,66,,,Sofiane Boufal,66,24.0,28.0,12.0,6.0,10.0,7.0,3.0,1.0,414.0,467.0,48.2,51.8,17.0,11.0,4.0,7.0,21.0,18.0,647.0,692.0,1.0,1.0,1.0,0.0,Lee Mason,1568469600000.0,30985.0,3-5-2,3-4-2-1,Oliver Norwood,Pierre-Emile Højbjerg,"Dean Henderson,Jack O'Connell,John Egan,Chris Basham,John Lundstram,John Fleck,George Baldock,Oliver Norwood,Enda Stevens,David McGoldrick,Oliver McBurnie","Simon Moore,Muhamed Besic,Luke Freeman,Ben Osborn,Callum Robinson,Billy Sharp,Lys Mousset","Oliver McBurnie,John Lundstram,Chris Basham","65,72,84","Billy Sharp,Lys Mousset,Callum Robinson","65,72,84",John Fleck,Billy Sharp,"Angus Gunn,Jannik Vestergaard,Maya Yoshida,Jan Bednarek,Pierre-Emile Højbjerg,Moussa Djenepo,Oriol Romeu,Cédric Soares,Che Adams,Sofiane Boufal,James Ward-Prowse","Alex McCarthy,Jack Stephens,Yan Valery,Ryan Bertrand,Stuart Armstrong,Danny Ings,Shane Long","Moussa Djenepo,Sofiane Boufal,Che Adams","74,85,90","Danny Ings,Stuart Armstrong,Shane Long","74,85,90",Jannik Vestergaard,
Spurs,Crystal Palace,4-0, Tottenham Hotspur Stadium,http://www.premierleague.com/match/46652,2019/20,"Son Heung-Min,Patrick van Aanholt (og),Son Heung-Min,Erik Lamela","10,21,23,42",,,"Toby Alderweireld,Serge Aurier,Harry Kane","10,23,42",,,13.0,15.0,4.0,3.0,19.0,11.0,1.0,0.0,640.0,357.0,64.1,35.9,13.0,11.0,5.0,6.0,11.0,15.0,830.0,537.0,4.0,3.0,0.0,0.0,Craig Pawson,1568469600000.0,59812.0,4-2-2-2,4-5-1,Hugo Lloris,Luka Milivojevic,"Hugo Lloris,Jan Vertonghen,Danny Rose,Toby Alderweireld,Serge Aurier,Harry Winks,Moussa Sissoko,Christian Eriksen,Erik Lamela,Harry Kane,Son Heung-Min","Paulo Gazzaniga,Ben Davies,Tanguy Ndombele,Victor Wanyama,Lucas Moura,Dele Alli,Eric Dier","Harry Winks,Danny Rose,Harry Kane","67,76,85","Tanguy Ndombele,Ben Davies,Lucas Moura","67,76,85","Jan Vertonghen,Danny Rose,Harry Winks,Christian Eriksen",,"Vicente Guaita,Gary Cahill,Patrick van Aanholt,Joel Ward,Mamadou Sakho,Luka Milivojevic,Wilfried Zaha,Andros Townsend,Jeffrey Schlupp,Cheikhou Kouyaté,Jordan Ayew","Wayne Hennessey,James Tomkins,Max Meyer,Jairo Riedewald,James McCarthy,Víctor Camarasa,Christian Benteke","Jordan Ayew,Cheikhou Kouyaté,Andros Townsend","71,76,85","Christian Benteke,James McCarthy,Víctor Camarasa","71,76,85","Joel Ward,Luka Milivojevic,Jordan Ayew",
Wolves,Chelsea,2-5, Molineux Stadium,http://www.premierleague.com/match/46654,2019/20,"Tammy Abraham (og),Patrick Cutrone","69,85","Fikayo Tomori,Tammy Abraham,Tammy Abraham,Tammy Abraham,Mason Mount","31,34,41,55,90",,,"Marcos Alonso,Jorginho,Michy Batshuayi","41,55,90",12.0,28.0,7.0,5.0,8.0,11.0,1.0,1.0,449.0,555.0,45.3,54.7,11.0,15.0,4.0,6.0,17.0,20.0,648.0,781.0,1.0,2.0,0.0,0.0,Graham Scott,1568469600000.0,31534.0,3-5-2,3-4-2-1,Conor Coady,César Azpilicueta,"Rui Patrício,Conor Coady,Romain Saïss,Jesús Vallejo,Rúben Neves,João Moutinho,Leander Dendoncker,Jonny,Adama Traoré,Diogo Jota,Raúl Jiménez","John Ruddy,Maximilian Kilman,Rúben Vinagre,Matt Doherty,Morgan Gibbs-White,Pedro Neto,Patrick Cutrone","Leander Dendoncker,Adama Traoré,Raúl Jiménez","45,56,70","Patrick Cutrone,Matt Doherty,Morgan Gibbs-White","45,56,70",Romain Saïss,,"Kepa Arrizabalaga,Antonio Rüdiger,Andreas Christensen,Fikayo Tomori,César Azpilicueta,Mateo Kovacic,Jorginho,Marcos Alonso,Mason Mount,Tammy Abraham,Willian","Willy Caballero,Kurt Zouma,Ross Barkley,Christian Pulisic,Michy Batshuayi,Olivier Giroud,Pedro","Antonio Rüdiger,Mateo Kovacic,Tammy Abraham","45,70,77","Kurt Zouma,Ross Barkley,Michy Batshuayi","45,70,77","Andreas Christensen,Tammy Abraham",
Norwich,Man City,3-2, Carrow Road,http://www.premierleague.com/match/46650,2019/20,"Kenny McLean,Todd Cantwell,Teemu Pukki","18,28,50","Sergio Agüero,Rodrigo","45,88","Emiliano Buendía,Teemu Pukki,Emiliano Buendía","18,28,50","Bernardo Silva,Gabriel Jesus","45,88",50.0,7.0,3.0,16.0,8.0,7.0,1.0,0.0,318.0,671.0,31.4,68.6,7.0,25.0,3.0,8.0,16.0,15.0,524.0,876.0,3.0,1.0,0.0,0.0,Kevin Friend,1568478600000.0,27035.0,4-2-3-1,4-2-3-1,Alexander Tettey,David Silva,"Tim Krul,Ibrahim Amadou,Jamal Lewis,Ben Godfrey,Sam Byram,Marco Stiepermann,Emiliano Buendía,Alexander Tettey,Todd Cantwell,Kenny McLean,Teemu Pukki","Michael McGovern,Ralf Fährmann,Grant Hanley,Philip Heise,Adam Idah,Dennis Srbeny,Josip Drmic","Emiliano Buendía,Marco Stiepermann","83,89","Josip Drmic,Dennis Srbeny","83,89","Sam Byram,Todd Cantwell,Kenny McLean",,"Ederson,Kyle Walker,Nicolás Otamendi,John Stones,Oleksandr Zinchenko,Raheem Sterling,David Silva,Bernardo Silva,Rodrigo,Ilkay Gündogan,Sergio Agüero","Claudio Bravo,João Cancelo,Kevin De Bruyne,Fernandinho,Riyad Mahrez,Gabriel Jesus,Phil Foden","David Silva,Ilkay Gündogan,Bernardo Silva","57,57,73","Gabriel Jesus,Kevin De Bruyne,Riyad Mahrez","57,57,73",Bernardo Silva,
Everton,Wolves,3-2, Goodison Park,http://www.premierleague.com/match/46639,2019/20,"Richarlison,Alex Iwobi,Richarlison","5,12,80","Romain Saïss,Raúl Jiménez","9,75","Moise Kean,Gylfi Sigurdsson,Lucas Digne","5,12,80",Willy Boly,75,37.0,22.0,7.0,7.0,12.0,12.0,1.0,2.0,451.0,320.0,58.7,41.3,15.0,8.0,6.0,5.0,24.0,19.0,687.0,522.0,1.0,4.0,0.0,1.0,Anthony Taylor,1567342800000.0,39374.0,4-2-3-1,3-5-2,Séamus Coleman,Conor Coady,"Jordan Pickford,Lucas Digne,Séamus Coleman,Yerry Mina,Michael Keane,André Gomes,Richarlison,Alex Iwobi,Fabian Delph,Gylfi Sigurdsson,Moise Kean","Maarten Stekelenburg,Mason Holgate,Djibril Sidibé,Morgan Schneiderlin,Cenk Tosun,Dominic Calvert-Lewin,Bernard","Alex Iwobi,Moise Kean","76,76","Bernard,Dominic Calvert-Lewin","76,76",Fabian Delph,,"Rui Patrício,Willy Boly,Ryan Bennett,Conor Coady,Rúben Neves,Leander Dendoncker,Romain Saïss,Adama Traoré,Rúben Vinagre,Patrick Cutrone,Raúl Jiménez","John Ruddy,Jonny,Jesús Vallejo,Morgan Gibbs-White,João Moutinho,Diogo Jota,Pedro Neto","Romain Saïss,Patrick Cutrone,Rúben Neves","59,68,84","João Moutinho,Diogo Jota,Pedro Neto","59,68,84","Willy Boly,Ryan Bennett,Rúben Vinagre,Raúl Jiménez,Pedro Neto",
Arsenal,Spurs,2-2, Emirates Stadium,http://www.premierleague.com/match/46635,2019/20,"Alexandre Lacazette,Pierre-Emerick Aubameyang","45,71","Christian Eriksen,Harry Kane","10,40","Nicolas Pépé,Matteo Guendouzi","45,71",,,11.0,24.0,11.0,6.0,13.0,19.0,3.0,1.0,453.0,388.0,54.8,45.2,26.0,13.0,8.0,9.0,23.0,13.0,673.0,569.0,3.0,5.0,,,Martin Atkinson,1567351800000.0,60333.0,4-3-3,4-2-2-2,Granit Xhaka,Hugo Lloris,"Bernd Leno,Sead Kolasinac,David Luiz,Sokratis,Ainsley Maitland-Niles,Matteo Guendouzi,Granit Xhaka,Lucas Torreira,Nicolas Pépé,Alexandre Lacazette,Pierre-Emerick Aubameyang","Emiliano Martínez,Calum Chambers,Joseph Willock,Mesut Özil,Dani Ceballos,Henrikh Mkhitaryan,Reiss Nelson","Lucas Torreira,Alexandre Lacazette","63,67","Dani Ceballos,Henrikh Mkhitaryan","63,67","Sokratis,Granit Xhaka,Alexandre Lacazette",,"Hugo Lloris,Danny Rose,Davinson Sánchez,Jan Vertonghen,Toby Alderweireld,Christian Eriksen,Erik Lamela,Moussa Sissoko,Harry Winks,Harry Kane,Son Heung-Min","Paulo Gazzaniga,Serge Aurier,Ben Davies,Dele Alli,Giovani Lo Celso,Oliver Skipp,Lucas Moura","Erik Lamela,Son Heung-Min","60,79","Dele Alli,Giovani Lo Celso","60,79","Danny Rose,Davinson Sánchez,Christian Eriksen,Erik Lamela,Harry Winks",
Southampton,Man Utd,1-1, St. Mary's Stadium,http://www.premierleague.com/match/46643,2019/20,Jannik Vestergaard,58,Daniel James,10,Kevin Danso,58,Scott McTominay,10,25.0,16.0,2.0,3.0,17.0,7.0,0.0,1.0,375.0,537.0,41.4,58.6,10.0,21.0,2.0,8.0,25.0,19.0,598.0,771.0,1.0,2.0,1.0,0.0,Mike Dean,1567251000000.0,30499.0,4-2-2-2,4-2-3-1,Pierre-Emile Højbjerg,Ashley Young,"Angus Gunn,Jan Bednarek,Kevin Danso,Cédric Soares,Jannik Vestergaard,Oriol Romeu,Pierre-Emile Højbjerg,Sofiane Boufal,James Ward-Prowse,Che Adams,Danny Ings","Alex McCarthy,Yan Valery,Maya Yoshida,Jack Stephens,Stuart Armstrong,Shane Long,Daniel N'Lundulu","Che Adams,Sofiane Boufal,Danny Ings","62,71,77","Shane Long,Stuart Armstrong,Maya Yoshida","62,71,77","Kevin Danso,Stuart Armstrong",,"David de Gea,Victor Lindelöf,Harry Maguire,Ashley Young,Aaron Wan-Bissaka,Paul Pogba,Juan Mata,Daniel James,Scott McTominay,Andreas Pereira,Marcus Rashford","Sergio Romero,Axel Tuanzebe,Marcos Rojo,Jesse Lingard,Nemanja Matic,Mason Greenwood,Tahith Chong","Andreas Pereira,Juan Mata,Scott McTominay","68,68,82","Jesse Lingard,Nemanja Matic,Mason Greenwood","68,68,82","Harry Maguire,Ashley Young",
Chelsea,Sheffield Utd,2-2, Stamford Bridge,http://www.premierleague.com/match/46637,2019/20,"Tammy Abraham,Tammy Abraham","19,43","Callum Robinson,Kurt Zouma (og)","46,89",,,Enda Stevens,46,15.0,24.0,3.0,4.0,6.0,11.0,2.0,0.0,719.0,429.0,62.3,37.7,13.0,8.0,5.0,2.0,16.0,15.0,898.0,595.0,0.0,1.0,,,Stuart Attwell,1567260000000.0,40560.0,4-3-3,3-5-2,César Azpilicueta,Oliver Norwood,"Kepa Arrizabalaga,César Azpilicueta,Kurt Zouma,Fikayo Tomori,Emerson,Ross Barkley,Jorginho,Mateo Kovacic,Mason Mount,Tammy Abraham,Christian Pulisic","Willy Caballero,Andreas Christensen,Marcos Alonso,Billy Gilmour,Olivier Giroud,Michy Batshuayi,Willian","Ross Barkley,Mateo Kovacic,Tammy Abraham","60,83,84","Willian,Michy Batshuayi,Billy Gilmour","60,83,84",,,"Dean Henderson,John Egan,Jack O'Connell,Chris Basham,Enda Stevens,Oliver Norwood,Luke Freeman,George Baldock,John Lundstram,Oliver McBurnie,Callum Robinson","Simon Moore,Richard Stearman,Muhamed Besic,Ben Osborn,Lys Mousset,David McGoldrick,Billy Sharp","Oliver McBurnie,Luke Freeman,Chris Basham","63,79,84","David McGoldrick,Lys Mousset,Ben Osborn","63,79,84",Oliver McBurnie,
Crystal Palace,Aston Villa,1-0, Selhurst Park,http://www.premierleague.com/match/46638,2019/20,Jordan Ayew,73,,,,,,,21.0,30.0,13.0,2.0,15.0,16.0,2.0,0.0,407.0,379.0,52.8,47.2,22.0,10.0,5.0,2.0,18.0,19.0,614.0,591.0,2.0,4.0,0.0,1.0,Kevin Friend,1567260000000.0,25248.0,4-3-3,4-3-3,Luka Milivojevic,Jack Grealish,"Vicente Guaita,Patrick van Aanholt,Joel Ward,Martin Kelly,Gary Cahill,James McArthur,Luka Milivojevic,Cheikhou Kouyaté,Jordan Ayew,Jeffrey Schlupp,Wilfried Zaha","Wayne Hennessey,Mamadou Sakho,Víctor Camarasa,Andros Townsend,Max Meyer,James McCarthy,Christian Benteke","Martin Kelly,Jeffrey Schlupp,Jordan Ayew","79,84,86","Mamadou Sakho,Andros Townsend,Christian Benteke","79,84,86","Luka Milivojevic,Cheikhou Kouyaté",,"Tom Heaton,Neil Taylor,Tyrone Mings,Frederic Guilbert,Björn Engels,Douglas Luiz,Jack Grealish,John McGinn,Wesley,Trézéguet,Jota","Jed Steer,Ezri Konsa Ngoyo,Ahmed El Mohamady,Anwar El Ghazi,Conor Hourihane,Henri Lansbury,Keinan Davis","Jota,Douglas Luiz,Wesley","59,71,85","Keinan Davis,Conor Hourihane,Henri Lansbury","59,71,85","Neil Taylor,Frederic Guilbert,Douglas Luiz,Jack Grealish,Trézéguet",
Leicester,Bournemouth,3-1, King Power Stadium,http://www.premierleague.com/match/46640,2019/20,"Jamie Vardy,Youri Tielemans,Jamie Vardy","12,41,73",Callum Wilson,15,"Ben Chilwell,Jamie Vardy,Youri Tielemans","12,41,73",Ryan Fraser,15,25.0,18.0,4.0,5.0,9.0,11.0,2.0,1.0,541.0,432.0,55.0,45.0,15.0,8.0,6.0,2.0,22.0,14.0,751.0,647.0,1.0,3.0,,,Peter Bankes,1567260000000.0,31613.0,4-1-4-1,4-4-2,Kasper Schmeichel,Steve Cook,"Kasper Schmeichel,Jonny Evans,Çaglar Söyüncü,Ben Chilwell,Ricardo Pereira,James Maddison,Harvey Barnes,Youri Tielemans,Wilfred Ndidi,Marc Albrighton,Jamie Vardy","Danny Ward,Christian Fuchs,James Justin,Dennis Praet,Hamza Choudhury,Demarai Gray,Ayoze Pérez","Marc Albrighton,Harvey Barnes,James Maddison","64,71,86","Demarai Gray,Hamza Choudhury,Christian Fuchs","64,71,86",Marc Albrighton,,"Aaron Ramsdale,Chris Mepham,Nathan Aké,Steve Cook,Adam Smith,Harry Wilson,Philip Billing,Jefferson Lerma,Ryan Fraser,Callum Wilson,Joshua King","Artur Boruc,Jack Stacey,Diego Rico,Jack Simpson,Jordon Ibe,Andrew Surman,Dominic Solanke","Adam Smith,Harry Wilson,Joshua King","64,64,79","Dominic Solanke,Jordon Ibe,Andrew Surman","64,64,79","Philip Billing,Jefferson Lerma,Callum Wilson",
Man City,Brighton,4-0, Etihad Stadium,http://www.premierleague.com/match/46641,2019/20,"Kevin De Bruyne,Sergio Agüero,Sergio Agüero,Bernardo Silva","2,42,55,79",,,"David Silva,Kevin De Bruyne,David Silva,Sergio Agüero","2,42,55,79",,,19.0,14.0,8.0,1.0,10.0,6.0,1.0,3.0,598.0,523.0,53.5,46.5,15.0,6.0,6.0,2.0,15.0,18.0,755.0,678.0,1.0,1.0,,,Jonathan Moss,1567260000000.0,54386.0,4-3-3,3-4-3,David Silva,Lewis Dunk,"Ederson,Aymeric Laporte,Oleksandr Zinchenko,Nicolás Otamendi,Kyle Walker,David Silva,Kevin De Bruyne,Rodrigo,Sergio Agüero,Raheem Sterling,Riyad Mahrez","Claudio Bravo,João Cancelo,Angeliño,Fernandinho,Bernardo Silva,Ilkay Gündogan,Phil Foden","Aymeric Laporte,Kevin De Bruyne,David Silva","37,69,78","Fernandinho,Ilkay Gündogan,Bernardo Silva","37,69,78",Aymeric Laporte,,"Mat Ryan,Lewis Dunk,Dan Burn,Adam Webster,Martín Montoya,Dale Stephens,Davy Pröpper,Bernardo,Neal Maupay,Solly March,Leandro Trossard","David Button,Shane Duffy,Pascal Groß,Aaron Mooy,Glenn Murray,Aaron Connolly,Alireza Jahanbakhsh","Neal Maupay,Bernardo,Leandro Trossard","66,67,74","Aaron Connolly,Glenn Murray,Pascal Groß","66,67,74",Lewis Dunk,
Newcastle,Watford,1-1, St. James' Park,http://www.premierleague.com/match/46642,2019/20,Fabian Schär,41,Will Hughes,2,Isaac Hayden,41,,,14.0,24.0,6.0,5.0,5.0,11.0,6.0,0.0,468.0,498.0,48.8,51.2,13.0,13.0,5.0,3.0,11.0,14.0,651.0,682.0,2.0,3.0,,,Graham Scott,1567260000000.0,44157.0,5-4-1,3-4-2-1,Jamaal Lascelles,Craig Cathcart,"Martin Dubravka,Paul Dummett,Emil Krafth,Jetro Willems,Fabian Schär,Jamaal Lascelles,Miguel Almirón,Christian Atsu,Isaac Hayden,Sean Longstaff,Joelinton","Karl Darlow,Ciaran Clark,Javier Manquillo,Federico Fernández,Jonjo Shelvey,Ki Sung-Yueng,Yoshinori Muto","Emil Krafth,Christian Atsu,Fabian Schär","78,82,85","Javier Manquillo,Yoshinori Muto,Federico Fernández","78,82,85","Paul Dummett,Isaac Hayden",,"Ben Foster,Craig Dawson,Christian Kabasele,Craig Cathcart,Tom Cleverley,Abdoulaye Doucouré,Kiko Femenía,Daryl Janmaat,Andre Gray,Roberto Pereyra,Will Hughes","Heurelho Gomes,Adam Masina,Ismaila Sarr,Nathaniel Chalobah,Danny Welbeck,Isaac Success,Gerard Deulofeu","Abdoulaye Doucouré,Will Hughes,Andre Gray","71,71,82","Isaac Success,Nathaniel Chalobah,Gerard Deulofeu","71,71,82","Craig Dawson,Craig Cathcart,Abdoulaye Doucouré",
West Ham,Norwich,2-0, London Stadium,http://www.premierleague.com/match/46644,2019/20,"Sébastien Haller,Andriy Yarmolenko","24,56",,,Arthur Masuaku,24,,,9.0,15.0,8.0,2.0,16.0,10.0,2.0,3.0,474.0,500.0,48.6,51.4,18.0,8.0,8.0,3.0,29.0,14.0,662.0,710.0,2.0,1.0,,,Paul Tierney,1567260000000.0,59950.0,4-1-4-1,4-2-3-1,Mark Noble,Christoph Zimmermann,"Lukasz Fabianski,Ryan Fredericks,Angelo Ogbonna,Arthur Masuaku,Issa Diop,Felipe Anderson,Manuel Lanzini,Andriy Yarmolenko,Declan Rice,Mark Noble,Sébastien Haller","Roberto Jiménez,Pablo Zabaleta,Fabián Balbuena,Carlos Sánchez,Robert Snodgrass,Pablo Fornals,Albian Ajeti","Andriy Yarmolenko,Mark Noble,Felipe Anderson","71,85,88","Robert Snodgrass,Carlos Sánchez,Pablo Fornals","71,85,88","Ryan Fredericks,Robert Snodgrass",,"Tim Krul,Ben Godfrey,Jamal Lewis,Christoph Zimmermann,Max Aarons,Tom Trybull,Moritz Leitner,Marco Stiepermann,Emiliano Buendía,Todd Cantwell,Teemu Pukki","Ralf Fährmann,Sam Byram,Kenny McLean,Ibrahim Amadou,Mario Vrancic,Alexander Tettey,Josip Drmic","Christoph Zimmermann,Marco Stiepermann,Todd Cantwell","36,77,78","Ibrahim Amadou,Josip Drmic,Kenny McLean","36,77,78",Max Aarons,
Burnley,Liverpool,0-3, Turf Moor,http://www.premierleague.com/match/46636,2019/20,,,"Chris Wood (og),Sadio Mané,Roberto Firmino","33,37,80",,,"Roberto Firmino,Mohamed Salah","37,80",21.0,19.0,6.0,4.0,10.0,16.0,5.0,1.0,318.0,568.0,36.2,63.8,7.0,15.0,2.0,7.0,14.0,11.0,495.0,739.0,,,,,Chris Kavanagh,1567269000000.0,21762.0,4-4-2,4-3-3,Ben Mee,Jordan Henderson,"Nick Pope,Erik Pieters,Matthew Lowton,Ben Mee,James Tarkowski,Aaron Lennon,Dwight McNeil,Jack Cork,Ashley Westwood,Ashley Barnes,Chris Wood","Joe Hart,Kevin Long,Charlie Taylor,Daniel Drinkwater,Jeff Hendrick,Jay Rodriguez,Matej Vydra",Ashley Barnes,73,Jay Rodriguez,73,,,"Adrián,Trent Alexander-Arnold,Joel Matip,Virgil van Dijk,Andrew Robertson,Jordan Henderson,Georginio Wijnaldum,Fabinho,Sadio Mané,Mohamed Salah,Roberto Firmino","Caoimhin Kelleher,Joseph Gomez,James Milner,Adam Lallana,Alex Oxlade-Chamberlain,Divock Origi,Xherdan Shaqiri","Jordan Henderson,Roberto Firmino,Sadio Mané","71,85,85","Alex Oxlade-Chamberlain,Divock Origi,Xherdan Shaqiri","71,85,85",,
